Vuosi;Kuukausi;Päivä;Kellonaika;Ilmanlämpötila(degC)
2018;3;25;18:00;-3
2018;3;25;20:00;-4
2018;3;25;22:00;-5
2018;3;26;00:00;-6
2018;3;26;02:00;-8
2018;3;26;04:00;-11
2018;3;26;06:00;-10
2018;3;26;08:00;-7
2018;3;26;10:00;-4
2018;3;26;12:00;-3
2018;3;26;14:00;-3
2018;3;26;16:00;-4
2018;3;26;18:00;-6
2018;3;26;20:00;-7
2018;3;26;22:00;-8
2018;3;27;00:00;-9
2018;3;27;02:00;-11
2018;3;27;04:00;-12
2018;3;27;06:00;-10
2018;3;27;08:00;-6
2018;3;27;10:00;-3
2018;3;27;12:00;-1
2018;3;27;14:00;-4
2018;3;27;16:00;-4
2018;3;27;18:00;-9
2018;3;27;20:00;-11
2018;3;27;22:00;-10
2018;3;28;00:00;-10
2018;3;28;02:00;-11
2018;3;28;04:00;-9
2018;3;28;06:00;-8
2018;3;28;08:00;-6
2018;3;28;10:00;-3
2018;3;28;12:00;-2
2018;3;28;14:00;-2
2018;3;28;16:00;-3
2018;3;28;18:00;-4
2018;3;28;20:00;-6
2018;3;28;22:00;-8
2018;3;29;00:00;-10
2018;3;29;02:00;-12
2018;3;29;04:00;-10
2018;3;29;06:00;-8
2018;3;29;08:00;-3
2018;3;29;10:00;-1
2018;3;29;12:00;0
2018;3;29;14:00;0
2018;3;29;16:00;0
2018;3;29;18:00;-3
2018;3;29;20:00;-4
2018;3;29;22:00;-5
2018;3;30;00:00;-7
2018;3;30;02:00;-9
2018;3;30;04:00;-11
2018;3;30;06:00;-6
2018;3;30;08:00;-3
2018;3;30;10:00;0
2018;3;30;12:00;2
2018;3;30;14:00;2
2018;3;30;16:00;2
2018;3;30;18:00;-2
2018;3;30;20:00;-7
2018;3;30;22:00;-8
2018;3;31;00:00;-9
2018;3;31;02:00;-10
2018;3;31;04:00;-11
2018;3;31;06:00;-7
2018;3;31;08:00;0
2018;3;31;10:00;2
2018;3;31;12:00;3
2018;3;31;14:00;3
2018;3;31;16:00;1
2018;3;31;18:00;-4
2018;3;31;20:00;-5
2018;3;31;22:00;-6
2018;4;1;00:00;-8
2018;4;1;02:00;-8
2018;4;1;04:00;-7
2018;4;1;06:00;-3
2018;4;1;08:00;1
2018;4;1;10:00;3
2018;4;1;12:00;3
2018;4;1;14:00;4
2018;4;1;16:00;3
2018;4;1;18:00;0
2018;4;1;20:00;-1
2018;4;1;22:00;-1
2018;4;2;00:00;-1
2018;4;2;02:00;-1
2018;4;2;04:00;-1
2018;4;2;06:00;-1
2018;4;2;08:00;-1
2018;4;2;10:00;0
2018;4;2;12:00;0
2018;4;2;14:00;1
2018;4;2;16:00;0
2018;4;2;18:00;0
2018;4;2;20:00;0
2018;4;2;22:00;0
2018;4;3;00:00;-1
2018;4;3;02:00;-1
2018;4;3;04:00;-2
2018;4;3;06:00;-2
2018;4;3;08:00;-2
2018;4;3;10:00;-2
2018;4;3;12:00;0
2018;4;3;14:00;1
2018;4;3;16:00;1
2018;4;3;18:00;-2
2018;4;3;20:00;-4
2018;4;3;22:00;-6
2018;4;4;00:00;-8
2018;4;4;02:00;-8
2018;4;4;04:00;-11
2018;4;4;06:00;-7
2018;4;4;08:00;2
2018;4;4;10:00;4
2018;4;4;12:00;4
2018;4;4;14:00;5
2018;4;4;16:00;6
2018;4;4;18:00;5
2018;4;4;20:00;4
2018;4;4;22:00;3
2018;4;5;00:00;3
2018;4;5;02:00;3
2018;4;5;04:00;3
2018;4;5;06:00;3
2018;4;5;08:00;4
2018;4;5;10:00;5
2018;4;5;12:00;6
2018;4;5;14:00;10
2018;4;5;16:00;11
2018;4;5;18:00;9
2018;4;5;20:00;6
2018;4;5;22:00;6
2018;4;6;00:00;5
2018;4;6;02:00;4
2018;4;6;04:00;4
2018;4;6;06:00;4
2018;4;6;08:00;4
2018;4;6;10:00;4
2018;4;6;12:00;5
2018;4;6;14:00;2
2018;4;6;16:00;1
2018;4;6;18:00;1
2018;4;6;20:00;0
2018;4;6;22:00;1
2018;4;7;00:00;1
2018;4;7;02:00;1
2018;4;7;04:00;0
2018;4;7;06:00;1
2018;4;7;08:00;3
2018;4;7;10:00;5
2018;4;7;12:00;5
2018;4;7;14:00;5
2018;4;7;16:00;5
2018;4;7;18:00;4
2018;4;7;20:00;2
2018;4;7;22:00;2
2018;4;8;00:00;2
2018;4;8;02:00;2
2018;4;8;04:00;1
2018;4;8;06:00;2
2018;4;8;08:00;4
2018;4;8;10:00;7
2018;4;8;12:00;9
2018;4;8;14:00;10
2018;4;8;16:00;8
2018;4;8;18:00;5
2018;4;8;20:00;4
2018;4;8;22:00;2
2018;4;9;00:00;2
2018;4;9;02:00;4
2018;4;9;04:00;3
2018;4;9;06:00;5
2018;4;9;08:00;8
2018;4;9;10:00;10
2018;4;9;12:00;12
2018;4;9;14:00;8
2018;4;9;16:00;5
2018;4;9;18:00;3
2018;4;9;20:00;0
2018;4;9;22:00;1
2018;4;10;00:00;1
2018;4;10;02:00;0
2018;4;10;04:00;0
2018;4;10;06:00;-1
2018;4;10;08:00;1
2018;4;10;10:00;3
2018;4;10;12:00;4
2018;4;10;14:00;4
2018;4;10;16:00;4
2018;4;10;18:00;2
2018;4;10;20:00;0
2018;4;10;22:00;-3
2018;4;11;00:00;-3
2018;4;11;02:00;-4
2018;4;11;04:00;-3
2018;4;11;06:00;2
2018;4;11;08:00;4
2018;4;11;10:00;5
2018;4;11;12:00;7
2018;4;11;14:00;7
2018;4;11;16:00;7
2018;4;11;18:00;3
2018;4;11;20:00;1
2018;4;11;22:00;-1
2018;4;12;00:00;-1
2018;4;12;02:00;1
2018;4;12;04:00;0
2018;4;12;06:00;2
2018;4;12;08:00;6
2018;4;12;10:00;7
2018;4;12;12:00;9
2018;4;12;14:00;9
2018;4;12;16:00;8
2018;4;12;18:00;3
2018;4;12;20:00;2
2018;4;12;22:00;0
2018;4;13;00:00;-1
2018;4;13;02:00;-2
2018;4;13;04:00;-1
2018;4;13;06:00;2
2018;4;13;08:00;7
2018;4;13;10:00;9
2018;4;13;12:00;9
2018;4;13;14:00;10
2018;4;13;16:00;10
2018;4;13;18:00;4
2018;4;13;20:00;5
2018;4;13;22:00;3
2018;4;14;00:00;0
2018;4;14;02:00;0
2018;4;14;04:00;1
2018;4;14;06:00;5
2018;4;14;08:00;9
2018;4;14;10:00;12
2018;4;14;12:00;13
2018;4;14;14:00;13
2018;4;14;16:00;12
2018;4;14;18:00;8
2018;4;14;20:00;3
2018;4;14;22:00;1
2018;4;15;00:00;1
2018;4;15;02:00;0
2018;4;15;04:00;2
2018;4;15;06:00;8
2018;4;15;08:00;12
2018;4;15;10:00;15
2018;4;15;12:00;16
2018;4;15;14:00;15
2018;4;15;16:00;14
2018;4;15;18:00;11
2018;4;15;20:00;9
2018;4;15;22:00;8
2018;4;16;00:00;5
2018;4;16;02:00;5
2018;4;16;04:00;3
2018;4;16;06:00;8
2018;4;16;08:00;9
2018;4;16;10:00;11
2018;4;16;12:00;13
2018;4;16;14:00;13
2018;4;16;16:00;13
2018;4;16;18:00;9
2018;4;16;20:00;8
2018;4;16;22:00;8
2018;4;17;00:00;8
2018;4;17;02:00;7
2018;4;17;04:00;6
2018;4;17;06:00;7
2018;4;17;08:00;9
2018;4;17;10:00;10
2018;4;17;12:00;13
2018;4;17;14:00;11
2018;4;17;16:00;10
2018;4;17;18:00;7
2018;4;17;20:00;6
2018;4;17;22:00;5
2018;4;18;00:00;4
2018;4;18;02:00;4
2018;4;18;04:00;3
2018;4;18;06:00;4
2018;4;18;08:00;4
2018;4;18;10:00;4
2018;4;18;12:00;6
2018;4;18;14:00;8
2018;4;18;16:00;8
2018;4;18;18:00;7
2018;4;18;20:00;7
2018;4;18;22:00;7
2018;4;19;00:00;8
2018;4;19;02:00;6
2018;4;19;04:00;7
2018;4;19;06:00;7
2018;4;19;08:00;9
2018;4;19;10:00;11
2018;4;19;12:00;13
2018;4;19;14:00;14
2018;4;19;16:00;13
2018;4;19;18:00;10
2018;4;19;20:00;8
2018;4;19;22:00;7
2018;4;20;00:00;5
2018;4;20;02:00;4
2018;4;20;04:00;4
2018;4;20;06:00;5
2018;4;20;08:00;7
2018;4;20;10:00;8
2018;4;20;12:00;11
2018;4;20;14:00;12
2018;4;20;16:00;12
2018;4;20;18:00;9
2018;4;20;20:00;8
2018;4;20;22:00;7
2018;4;21;00:00;6
2018;4;21;02:00;5
2018;4;21;04:00;6
2018;4;21;06:00;5
2018;4;21;08:00;4
2018;4;21;10:00;3
2018;4;21;12:00;5
2018;4;21;14:00;7
2018;4;21;16:00;4
2018;4;21;18:00;3
2018;4;21;20:00;3
2018;4;21;22:00;2
2018;4;22;00:00;1
2018;4;22;02:00;1
2018;4;22;04:00;0
2018;4;22;06:00;1
2018;4;22;08:00;2
2018;4;22;10:00;3
2018;4;22;12:00;3
2018;4;22;14:00;5
2018;4;22;16:00;4
2018;4;22;18:00;2
2018;4;22;20:00;-2
2018;4;22;22:00;-3
2018;4;23;00:00;-3
2018;4;23;02:00;-3
2018;4;23;04:00;-3
2018;4;23;06:00;2
2018;4;23;08:00;4
2018;4;23;10:00;7
2018;4;23;12:00;8
2018;4;23;14:00;9
2018;4;23;16:00;7
2018;4;23;18:00;4
2018;4;23;20:00;2
2018;4;23;22:00;0
2018;4;24;00:00;1
2018;4;24;02:00;1
2018;4;24;04:00;2
2018;4;24;06:00;3
2018;4;24;08:00;5
2018;4;24;10:00;6
2018;4;24;12:00;4
2018;4;24;14:00;4
2018;4;24;16:00;5
2018;4;24;18:00;5
2018;4;24;20:00;5
2018;4;24;22:00;4
2018;4;25;00:00;4
2018;4;25;02:00;4
2018;4;25;04:00;5
2018;4;25;06:00;5
2018;4;25;08:00;7
2018;4;25;10:00;7
2018;4;25;12:00;7
2018;4;25;14:00;8
2018;4;25;16:00;7
2018;4;25;18:00;6
2018;4;25;20:00;5
2018;4;25;22:00;4
2018;4;26;00:00;4
2018;4;26;02:00;4
2018;4;26;04:00;4
2018;4;26;06:00;5
2018;4;26;08:00;5
2018;4;26;10:00;8
2018;4;26;12:00;10
2018;4;26;14:00;10
2018;4;26;16:00;9
2018;4;26;18:00;6
2018;4;26;20:00;2
2018;4;26;22:00;3
2018;4;27;00:00;2
2018;4;27;02:00;1
2018;4;27;04:00;2
2018;4;27;06:00;6
2018;4;27;08:00;7
2018;4;27;10:00;9
2018;4;27;12:00;10
2018;4;27;14:00;12
2018;4;27;16:00;11
2018;4;27;18:00;7
2018;4;27;20:00;4
2018;4;27;22:00;2
2018;4;28;00:00;2
2018;4;28;02:00;3
2018;4;28;04:00;3
2018;4;28;06:00;3
2018;4;28;08:00;6
2018;4;28;10:00;11
2018;4;28;12:00;11
2018;4;28;14:00;9
2018;4;28;16:00;10
2018;4;28;18:00;8
2018;4;28;20:00;6
2018;4;28;22:00;3
2018;4;29;00:00;2
2018;4;29;02:00;0
2018;4;29;04:00;2
2018;4;29;06:00;6
2018;4;29;08:00;10
2018;4;29;10:00;12
2018;4;29;12:00;9
2018;4;29;14:00;7
2018;4;29;16:00;7
2018;4;29;18:00;7
2018;4;29;20:00;7
2018;4;29;22:00;6
2018;4;30;00:00;6
2018;4;30;02:00;5
2018;4;30;04:00;4
2018;4;30;06:00;5
2018;4;30;08:00;7
2018;4;30;10:00;9
2018;4;30;12:00;10
2018;4;30;14:00;11
2018;4;30;16:00;11
2018;4;30;18:00;7
2018;4;30;20:00;7
2018;4;30;22:00;6
2018;5;1;00:00;5
2018;5;1;02:00;4
2018;5;1;04:00;5
2018;5;1;06:00;6
2018;5;1;08:00;8
2018;5;1;10:00;8
2018;5;1;12:00;8
2018;5;1;14:00;8
2018;5;1;16:00;7
2018;5;1;18:00;6
2018;5;1;20:00;6
2018;5;1;22:00;6
2018;5;2;00:00;5
2018;5;2;02:00;5
2018;5;2;04:00;5
2018;5;2;06:00;6
2018;5;2;08:00;6
2018;5;2;10:00;8
2018;5;2;12:00;9
2018;5;2;14:00;9
2018;5;2;16:00;9
2018;5;2;18:00;7
2018;5;2;20:00;7
2018;5;2;22:00;6
2018;5;3;00:00;6
2018;5;3;02:00;6
2018;5;3;04:00;6
2018;5;3;06:00;8
2018;5;3;08:00;9
2018;5;3;10:00;11
2018;5;3;12:00;11
2018;5;3;14:00;12
2018;5;3;16:00;11
2018;5;3;18:00;10
2018;5;3;20:00;10
2018;5;3;22:00;8
2018;5;4;00:00;7
2018;5;4;02:00;7
2018;5;4;04:00;7
2018;5;4;06:00;8
2018;5;4;08:00;9
2018;5;4;10:00;14
2018;5;4;12:00;15
2018;5;4;14:00;14
2018;5;4;16:00;13
2018;5;4;18:00;12
2018;5;4;20:00;7
2018;5;4;22:00;6
2018;5;5;00:00;6
2018;5;5;02:00;6
2018;5;5;04:00;6
2018;5;5;06:00;6
2018;5;5;08:00;5
2018;5;5;10:00;6
2018;5;5;12:00;7
2018;5;5;14:00;9
2018;5;5;16:00;11
2018;5;5;18:00;9
2018;5;5;20:00;5
2018;5;5;22:00;3
2018;5;6;00:00;2
2018;5;6;02:00;2
2018;5;6;04:00;7
2018;5;6;06:00;13
2018;5;6;08:00;16
2018;5;6;10:00;17
2018;5;6;12:00;19
2018;5;6;14:00;18
2018;5;6;16:00;17
2018;5;6;18:00;14
2018;5;6;20:00;12
2018;5;6;22:00;11
2018;5;7;00:00;10
2018;5;7;02:00;10
2018;5;7;04:00;11
2018;5;7;06:00;14
2018;5;7;08:00;17
2018;5;7;10:00;19
2018;5;7;12:00;19
2018;5;7;14:00;19
2018;5;7;16:00;18
2018;5;7;18:00;16
2018;5;7;20:00;13
2018;5;7;22:00;11
2018;5;8;00:00;12
2018;5;8;02:00;10
2018;5;8;04:00;9
2018;5;8;06:00;10
2018;5;8;08:00;12
2018;5;8;10:00;13
2018;5;8;12:00;15
2018;5;8;14:00;15
2018;5;8;16:00;15
2018;5;8;18:00;12
2018;5;8;20:00;9
2018;5;8;22:00;7
2018;5;9;00:00;6
2018;5;9;02:00;6
2018;5;9;04:00;7
2018;5;9;06:00;10
2018;5;9;08:00;13
2018;5;9;10:00;14
2018;5;9;12:00;16
2018;5;9;14:00;15
2018;5;9;16:00;14
2018;5;9;18:00;12
2018;5;9;20:00;9
2018;5;9;22:00;6
2018;5;10;00:00;6
2018;5;10;02:00;5
2018;5;10;04:00;7
2018;5;10;06:00;12
2018;5;10;08:00;15
2018;5;10;10:00;18
2018;5;10;12:00;19
2018;5;10;14:00;20
2018;5;10;16:00;20
2018;5;10;18:00;17
2018;5;10;20:00;13
2018;5;10;22:00;10
2018;5;11;00:00;8
2018;5;11;02:00;7
2018;5;11;04:00;10
2018;5;11;06:00;16
2018;5;11;08:00;19
2018;5;11;10:00;21
2018;5;11;12:00;22
2018;5;11;14:00;22
2018;5;11;16:00;22
2018;5;11;18:00;19
2018;5;11;20:00;12
2018;5;11;22:00;10
2018;5;12;00:00;9
2018;5;12;02:00;7
2018;5;12;04:00;14
2018;5;12;06:00;19
2018;5;12;08:00;21
2018;5;12;10:00;22
2018;5;12;12:00;24
2018;5;12;14:00;24
2018;5;12;16:00;23
2018;5;12;18:00;20
2018;5;12;20:00;14
2018;5;12;22:00;13
2018;5;13;00:00;12
2018;5;13;02:00;12
2018;5;13;04:00;17
2018;5;13;06:00;20
2018;5;13;08:00;23
2018;5;13;10:00;24
2018;5;13;12:00;26
2018;5;13;14:00;25
2018;5;13;16:00;24
2018;5;13;18:00;21
2018;5;13;20:00;15
2018;5;13;22:00;13
2018;5;14;00:00;10
2018;5;14;02:00;11
2018;5;14;04:00;17
2018;5;14;06:00;22
2018;5;14;08:00;24
2018;5;14;10:00;26
2018;5;14;12:00;28
2018;5;14;14:00;28
2018;5;14;16:00;27
2018;5;14;18:00;21
2018;5;14;20:00;17
2018;5;14;22:00;15
2018;5;15;00:00;13
2018;5;15;02:00;11
2018;5;15;04:00;17
2018;5;15;06:00;21
2018;5;15;08:00;24
2018;5;15;10:00;26
2018;5;15;12:00;26
2018;5;15;14:00;26
2018;5;15;16:00;25
2018;5;15;18:00;22
2018;5;15;20:00;15
2018;5;15;22:00;14
2018;5;16;00:00;14
2018;5;16;02:00;15
2018;5;16;04:00;17
2018;5;16;06:00;18
2018;5;16;08:00;22
2018;5;16;10:00;23
2018;5;16;12:00;22
2018;5;16;14:00;20
2018;5;16;16:00;20
2018;5;16;18:00;19
2018;5;16;20:00;16
2018;5;16;22:00;14
2018;5;17;00:00;12
2018;5;17;02:00;10
2018;5;17;04:00;13
2018;5;17;06:00;17
2018;5;17;08:00;18
2018;5;17;10:00;21
2018;5;17;12:00;23
2018;5;17;14:00;23
2018;5;17;16:00;22
2018;5;17;18:00;18
2018;5;17;20:00;16
2018;5;17;22:00;14
2018;5;18;00:00;15
2018;5;18;02:00;14
2018;5;18;04:00;14
2018;5;18;06:00;13
2018;5;18;08:00;16
2018;5;18;10:00;15
2018;5;18;12:00;14
2018;5;18;14:00;11
2018;5;18;16:00;10
2018;5;18;18:00;10
2018;5;18;20:00;9
2018;5;18;22:00;9
2018;5;19;00:00;9
2018;5;19;02:00;8
2018;5;19;04:00;9
2018;5;19;06:00;11
2018;5;19;08:00;13
2018;5;19;10:00;14
2018;5;19;12:00;15
2018;5;19;14:00;16
2018;5;19;16:00;16
2018;5;19;18:00;15
2018;5;19;20:00;9
2018;5;19;22:00;6
2018;5;20;00:00;5
2018;5;20;02:00;7
2018;5;20;04:00;12
2018;5;20;06:00;14
2018;5;20;08:00;17
2018;5;20;10:00;19
2018;5;20;12:00;21
2018;5;20;14:00;21
2018;5;20;16:00;20
2018;5;20;18:00;17
2018;5;20;20:00;14
2018;5;20;22:00;13
2018;5;21;00:00;13
2018;5;21;02:00;12
2018;5;21;04:00;14
2018;5;21;06:00;19
2018;5;21;08:00;22
2018;5;21;10:00;23
2018;5;21;12:00;24
2018;5;21;14:00;25
2018;5;21;16:00;24
2018;5;21;18:00;21
2018;5;21;20:00;21
2018;5;21;22:00;21
2018;5;22;00:00;10
2018;5;22;02:00;10
2018;5;22;04:00;10
2018;5;22;06:00;24
2018;5;22;08:00;24
2018;5;22;10:00;24
2018;5;22;12:00;24
2018;5;22;14:00;23
2018;5;22;16:00;23
2018;5;22;18:00;20
2018;5;22;20:00;17
2018;5;22;22:00;15
2018;5;23;00:00;13
2018;5;23;02:00;12
2018;5;23;04:00;13
2018;5;23;06:00;15
2018;5;23;08:00;17
2018;5;23;10:00;21
2018;5;23;12:00;24
2018;5;23;14:00;22
2018;5;23;16:00;20
2018;5;23;18:00;20
2018;5;23;20:00;17
2018;5;23;22:00;15
2018;5;24;00:00;13
2018;5;24;02:00;11
2018;5;24;04:00;12
2018;5;24;06:00;13
2018;5;24;08:00;15
2018;5;24;10:00;17
2018;5;24;12:00;17
2018;5;24;14:00;17
2018;5;24;16:00;17
2018;5;24;18:00;16
2018;5;24;20:00;10
2018;5;24;22:00;11
2018;5;25;00:00;7
2018;5;25;02:00;7
2018;5;25;04:00;14
2018;5;25;06:00;16
2018;5;25;08:00;19
2018;5;25;10:00;20
2018;5;25;12:00;21
2018;5;25;14:00;22
2018;5;25;16:00;21
2018;5;25;18:00;18
2018;5;25;20:00;14
2018;5;25;22:00;11
2018;5;26;00:00;9
2018;5;26;02:00;9
2018;5;26;04:00;13
2018;5;26;06:00;18
2018;5;26;08:00;21
2018;5;26;10:00;23
2018;5;26;12:00;24
2018;5;26;14:00;25
2018;5;26;16:00;23
2018;5;26;18:00;21
2018;5;26;20:00;18
2018;5;26;22:00;16
2018;5;27;00:00;17
2018;5;27;02:00;15
2018;5;27;04:00;14
2018;5;27;06:00;14
2018;5;27;08:00;16
2018;5;27;10:00;18
2018;5;27;12:00;18
2018;5;27;14:00;19
2018;5;27;16:00;18
2018;5;27;18:00;16
2018;5;27;20:00;13
2018;5;27;22:00;10
2018;5;28;00:00;9
2018;5;28;02:00;8
2018;5;28;04:00;14
2018;5;28;06:00;17
2018;5;28;08:00;18
2018;5;28;10:00;19
2018;5;28;12:00;21
2018;5;28;14:00;22
2018;5;28;16:00;21
2018;5;28;18:00;19
2018;5;28;20:00;14
2018;5;28;22:00;12
2018;5;29;00:00;10
2018;5;29;02:00;8
2018;5;29;04:00;13
2018;5;29;06:00;19
2018;5;29;08:00;22
2018;5;29;10:00;24
2018;5;29;12:00;25
2018;5;29;14:00;25
2018;5;29;16:00;25
2018;5;29;18:00;23
2018;5;29;20:00;22
2018;5;29;22:00;20
2018;5;30;00:00;18
2018;5;30;02:00;16
2018;5;30;04:00;15
2018;5;30;06:00;16
2018;5;30;08:00;18
2018;5;30;10:00;18
2018;5;30;12:00;20
2018;5;30;14:00;20
2018;5;30;16:00;19
2018;5;30;18:00;17
2018;5;30;20:00;15
2018;5;30;22:00;12
2018;5;31;00:00;11
2018;5;31;02:00;10
2018;5;31;04:00;11
2018;5;31;06:00;11
2018;5;31;08:00;13
2018;5;31;10:00;14
2018;5;31;12:00;15
2018;5;31;14:00;15
2018;5;31;16:00;16
2018;5;31;18:00;14
2018;5;31;20:00;9
2018;5;31;22:00;9
2018;6;1;00:00;6
2018;6;1;02:00;7
2018;6;1;04:00;11
2018;6;1;06:00;16
2018;6;1;08:00;19
2018;6;1;10:00;20
2018;6;1;12:00;20
2018;6;1;14:00;19
2018;6;1;16:00;20
2018;6;1;18:00;18
2018;6;1;20:00;16
2018;6;1;22:00;14
2018;6;2;00:00;13
2018;6;2;02:00;16
2018;6;2;04:00;16
2018;6;2;06:00;19
2018;6;2;08:00;22
2018;6;2;10:00;23
2018;6;2;12:00;24
2018;6;2;14:00;25
2018;6;2;16:00;24
2018;6;2;18:00;23
2018;6;2;20:00;18
2018;6;2;22:00;17
2018;6;3;00:00;17
2018;6;3;02:00;16
2018;6;3;04:00;14
2018;6;3;06:00;15
2018;6;3;08:00;19
2018;6;3;10:00;21
2018;6;3;12:00;22
2018;6;3;14:00;21
2018;6;3;16:00;20
2018;6;3;18:00;19
2018;6;3;20:00;15
2018;6;3;22:00;16
2018;6;4;00:00;15
2018;6;4;02:00;14
2018;6;4;04:00;15
2018;6;4;06:00;15
2018;6;4;08:00;17
2018;6;4;10:00;16
2018;6;4;12:00;15
2018;6;4;14:00;12
2018;6;4;16:00;12
2018;6;4;18:00;11
2018;6;4;20:00;9
2018;6;4;22:00;9
2018;6;5;00:00;7
2018;6;5;02:00;7
2018;6;5;04:00;7
2018;6;5;06:00;7
2018;6;5;08:00;7
2018;6;5;10:00;7
2018;6;5;12:00;7
2018;6;5;14:00;8
2018;6;5;16:00;10
2018;6;5;18:00;10
2018;6;5;20:00;9
2018;6;5;22:00;8
2018;6;6;00:00;7
2018;6;6;02:00;8
2018;6;6;04:00;8
2018;6;6;06:00;10
2018;6;6;08:00;9
2018;6;6;10:00;11
2018;6;6;12:00;13
2018;6;6;14:00;12
2018;6;6;16:00;12
2018;6;6;18:00;11
2018;6;6;20:00;7
2018;6;6;22:00;6
2018;6;7;00:00;6
2018;6;7;02:00;5
2018;6;7;04:00;8
2018;6;7;06:00;11
2018;6;7;08:00;11
2018;6;7;10:00;11
2018;6;7;12:00;12
2018;6;7;14:00;12
2018;6;7;16:00;12
2018;6;7;18:00;9
2018;6;7;20:00;8
2018;6;7;22:00;8
2018;6;8;00:00;6
2018;6;8;02:00;6
2018;6;8;04:00;7
2018;6;8;06:00;9
2018;6;8;08:00;10
2018;6;8;10:00;11
2018;6;8;12:00;12
2018;6;8;14:00;13
2018;6;8;16:00;12
2018;6;8;18:00;11
2018;6;8;20:00;9
2018;6;8;22:00;6
2018;6;9;00:00;3
2018;6;9;02:00;4
2018;6;9;04:00;10
2018;6;9;06:00;13
2018;6;9;08:00;14
2018;6;9;10:00;14
2018;6;9;12:00;16
2018;6;9;14:00;15
2018;6;9;16:00;15
2018;6;9;18:00;13
2018;6;9;20:00;9
2018;6;9;22:00;7
2018;6;10;00:00;7
2018;6;10;02:00;8
2018;6;10;04:00;13
2018;6;10;06:00;14
2018;6;10;08:00;16
2018;6;10;10:00;17
2018;6;10;12:00;18
2018;6;10;14:00;19
2018;6;10;16:00;19
2018;6;10;18:00;18
2018;6;10;20:00;14
2018;6;10;22:00;12
2018;6;11;00:00;11
2018;6;11;02:00;11
2018;6;11;04:00;12
2018;6;11;06:00;15
2018;6;11;08:00;18
2018;6;11;10:00;20
2018;6;11;12:00;20
2018;6;11;14:00;21
2018;6;11;16:00;19
2018;6;11;18:00;19
2018;6;11;20:00;17
2018;6;11;22:00;15
2018;6;12;00:00;16
2018;6;12;02:00;13
2018;6;12;04:00;14
2018;6;12;06:00;14
2018;6;12;08:00;16
2018;6;12;10:00;16
2018;6;12;12:00;17
2018;6;12;14:00;18
2018;6;12;16:00;17
2018;6;12;18:00;15
2018;6;12;20:00;13
2018;6;12;22:00;11
2018;6;13;00:00;6
2018;6;13;02:00;7
2018;6;13;04:00;10
2018;6;13;06:00;11
2018;6;13;08:00;13
2018;6;13;10:00;15
2018;6;13;12:00;16
2018;6;13;14:00;16
2018;6;13;16:00;16
2018;6;13;18:00;14
2018;6;13;20:00;13
2018;6;13;22:00;11
2018;6;14;00:00;10
2018;6;14;02:00;10
2018;6;14;04:00;11
2018;6;14;06:00;15
2018;6;14;08:00;18
2018;6;14;10:00;18
2018;6;14;12:00;20
2018;6;14;14:00;20
2018;6;14;16:00;20
2018;6;14;18:00;18
2018;6;14;20:00;15
2018;6;14;22:00;12
2018;6;15;00:00;12
2018;6;15;02:00;12
2018;6;15;04:00;15
2018;6;15;06:00;18
2018;6;15;08:00;21
2018;6;15;10:00;22
2018;6;15;12:00;23
2018;6;15;14:00;24
2018;6;15;16:00;22
2018;6;15;18:00;20
2018;6;15;20:00;17
2018;6;15;22:00;15
2018;6;16;00:00;13
2018;6;16;02:00;12
2018;6;16;04:00;14
2018;6;16;06:00;19
2018;6;16;08:00;22
2018;6;16;10:00;23
2018;6;16;12:00;23
2018;6;16;14:00;25
2018;6;16;16:00;23
2018;6;16;18:00;21
2018;6;16;20:00;19
2018;6;16;22:00;16
2018;6;17;00:00;13
2018;6;17;02:00;15
2018;6;17;04:00;18
2018;6;17;06:00;22
2018;6;17;08:00;24
2018;6;17;10:00;25
2018;6;17;12:00;25
2018;6;17;14:00;25
2018;6;17;16:00;24
2018;6;17;18:00;22
2018;6;17;20:00;19
2018;6;17;22:00;17
2018;6;18;00:00;17
2018;6;18;02:00;17
2018;6;18;04:00;17
2018;6;18;06:00;21
2018;6;18;08:00;22
2018;6;18;10:00;23
2018;6;18;12:00;23
2018;6;18;14:00;23
2018;6;18;16:00;22
2018;6;18;18:00;19
2018;6;18;20:00;17
2018;6;18;22:00;15
2018;6;19;00:00;12
2018;6;19;02:00;11
2018;6;19;04:00;14
2018;6;19;06:00;16
2018;6;19;08:00;17
2018;6;19;10:00;17
2018;6;19;12:00;15
2018;6;19;14:00;14
2018;6;19;16:00;13
2018;6;19;18:00;11
2018;6;19;20:00;11
2018;6;19;22:00;11
2018;6;20;00:00;10
2018;6;20;02:00;11
2018;6;20;04:00;13
2018;6;20;06:00;16
2018;6;20;08:00;17
2018;6;20;10:00;19
2018;6;20;12:00;19
2018;6;20;14:00;20
2018;6;20;16:00;20
2018;6;20;18:00;18
2018;6;20;20:00;14
2018;6;20;22:00;11
2018;6;21;00:00;9
2018;6;21;02:00;9
2018;6;21;04:00;12
2018;6;21;06:00;16
2018;6;21;08:00;18
2018;6;21;10:00;19
2018;6;21;12:00;18
2018;6;21;14:00;18
2018;6;21;16:00;16
2018;6;21;18:00;15
2018;6;21;20:00;15
2018;6;21;22:00;15
2018;6;22;00:00;15
2018;6;22;02:00;16
2018;6;22;04:00;14
2018;6;22;06:00;13
2018;6;22;08:00;15
2018;6;22;10:00;15
2018;6;22;12:00;16
